0,0,0,0,8.75,4,0,4,0
0,0,0,0,8.98,40,0,40,0
0,0,0,0,9.42,45,0,15,0
146,0,146,0,9.87,46,0,46,0
189,0,55,0,10.32,109,0,90,0
126,0,39,0,10.77,423,0,422,0
16,0,15,0,11.22,32,0,32,0
56,0,56,0,11.67,32,0,32,0
60,0,45,0,12.12,145,0,128,0
81,0,81,0,12.57,79,0,56,0
86,0,76,0,13.02,52,0,45,0
65,0,50,0,13.46,243,0,243,0
90,0,37,0,13.91,62,0,62,0
0,0,0,0,14.36,63,0,62,0
79,0,19,0,14.81,34,0,34,0
148,0,86,0,15.26,3,0,3,0
35,0,35,0,15.71,22,0,17,0
153,0,141,0,16.16,29,0,16,0
44,0,11,0,16.61,49,0,42,0
43,0,19,0,17.05,32,0,16,0
7,0,7,0,17.50,0,0,0,0
123,0,123,0,17.95,101,0,101,0
0,0,0,0,18.85,2,0,0,0
0,0,0,0,19.75,0,0,0,0
171,0,171,0,20.64,0,0,0,0
54,0,23,0,21.54,0,0,0,0
0,0,0,0,22.44,0,0,0,0
25,0,25,0,23.34,0,0,0,0
0,0,0,0,24.24,0,0,0,0
0,0,0,0,25.13,0,0,0,0
0,0,0,0,26.03,0,0,0,0
40,0,40,0,26.93,0,0,0,0
0,0,0,0,27.83,0,0,0,0
3,0,3,0,28.72,0,0,0,0
